Assigned Appeal Description,Assigned Appeal ID,Assigned Appeal Response,Age,Constituent ID,Lifetime Giving
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,88,991014334,"$16,390.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,54,999905739,"$5,000.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,84,991012482,"$28,905.04 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,75,999938102,"$38,161.41 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,77,999911405,"$335,281.70 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,991005261,"$38,630.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,78,991010226,"$14,784.96 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,79,991014820,"$21,692.64 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,69,991002517,"$3,400.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,78,991014741,"$16,410.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,55,901271926,"$20,545.70 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,80,991015932,$250.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,70,991005452,$850.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,60,1310746,"$9,950.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,71,901270975,"$4,445.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,,999940113,$25.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,75,991012688,"$10,691.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,61,991000134,"$1,750.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,1177666,"$1,400.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,,999912621,"$3,300.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,58,991002298,"$3,250.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,69,991002266,$765.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,59,999903519,$90.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,58,999900042,"$3,612.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,46,999937150,"$21,020.40 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,69,991001296,"$31,750.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,33,1363222,$275.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,65,999942108,"$2,100.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,79,991009434,"$46,777.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,,999938336,"$3,400.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,58,991005541,"$12,673.52 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,991013166,$465.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,80,991009553,"$4,065.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,59,1210510,"$8,590.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,39,1288231,"$7,700.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,66,991001875,"$11,545.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,82,991009946,"$6,645.11 "
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Opened,29,1401310,$20.17 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Opened,29,1501269,$100.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Opened,,999942508,$0.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,72,991004918,"$15,600.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,70,991003461,$725.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,65,991005494,$665.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,65,991002004,$979.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,58,991002298,"$3,250.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,71,991003734,"$2,075.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,70,991005060,$315.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,44,1229830,"$12,000.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,71,991002293,"$5,050.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,30,1411072,$20.17 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,56,999901509,"$12,390.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,61,991000242,"$5,045.00 "
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Opened,74,990000052,"$13,154.95 "
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Opened,74,991000648,$0.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,46,1201693,$15.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,46,1199419,"$4,325.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,49,1170496,"$2,505.00 "
A Message From Coach Michael Grinder 20250422,BBOX58519093,Opened,56,999901056,"$5,620.00 "
A Message From Coach Michael Grinder 20250422,BBOX58519093,Opened,68,991004653,$520.00 
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Opened,73,991004342,"$10,535.00 "
A Message From Coach Michael Grinder 20250422,BBOX58519093,Opened,77,991010562,$730.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,61,991000134,"$1,750.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,72,991003367,"$19,000.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,72,991000406,"$3,143.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,85,991013221,"$9,741.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,52,901272238,$30.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,55,999901200,$25.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,36,1335808,$508.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,30,1405366,$70.17 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,26,1510391,$420.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,81,991005753,$350.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,67,991004174,$525.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,63,991005485,$330.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,73,991002947,"$1,070.00 "
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,59,991001789,$420.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,61,999902739,"$3,925.00 "
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,79,991010132,"$212,531.55 "
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,84,991015265,"$1,858.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,61,991000134,"$1,750.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,55,999901200,$25.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,83,991009039,"$17,645.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,52,901272238,$30.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,72,991003367,"$19,000.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,79,991014523,"$4,277.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,75,1335175,"$18,058.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,85,991013221,"$9,741.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,36,1335808,$508.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,26,1510391,$420.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,57,991000540,$375.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,73,991004578,"$3,940.00 "
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,82,991006313,"$4,012.23 "
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,42,1263277,$100.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,44,1236661,$25.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,45,1220296,$100.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,48,1180216,"$3,750.00 "
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,56,991003104,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,82,991010355,"$1,185.00 "
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,29,1401310,$20.17 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,45,1210123,"$5,251.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,71,991004607,"$89,295.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,991004578,"$3,940.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,991004342,"$10,535.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,88,991012095,"$91,360.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,33,1363222,$275.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,991002617,"$110,150.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,85,991014514,"$700,822.20 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,70,991005060,$315.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,991003049,"$6,381.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,77,991015306,"$37,526.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,64,991005223,"$59,450.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,84,991014831,"$10,254.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,75,999911779,$0.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,80,990000215,"$10,370.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,75,991008826,"$36,850.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,65,991005293,"$246,260.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,27,1505394,"$14,065.40 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,76,991013052,"$4,025.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,79,999918793,"$115,550.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,77,991013014,"$44,350.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,75,991010310,"$12,841.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,,999940052,"$74,000.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,46,1189383,$5.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,56,999901509,"$12,390.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,52,901271290,"$4,196.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,83,991012621,"$12,215.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,75,991012712,"$18,345.75 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,65,991000206,"$465,250.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,88,991011927,"$37,538.29 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,68,990000167,"$23,888.45 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,77,991010847,"$49,475.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,45,1210123,"$5,251.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,77,991008809,"$11,950.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,49,1186510,"$38,200.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,99,999905788,"$21,150.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,61,991000080,$150.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,75,1335175,"$18,058.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,64,999938736,"$11,000.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,67,991000357,"$2,661.38 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,61,991000242,"$5,045.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,58,999900042,"$3,612.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,66,991000181,"$1,950.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,65,991002649,"$2,470.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,67,991002658,$95.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,55,901270525,$276.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,65,991002004,$979.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,74,990000052,"$13,154.95 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,61,999902739,"$3,925.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,69,991001296,"$31,750.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,64,991001522,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991001990,"$1,051.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991001998,$300.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,71,991003734,"$2,075.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,61,991000134,"$1,750.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,74,991000648,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,67,991000654,"$1,350.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,66,991000579,"$3,045.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,57,991000540,$375.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,66,991000253,$200.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,67,991002512,"$5,950.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,55,999901200,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,69,991002386,$510.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,73,991002947,"$1,070.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,60,991004099,$850.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,67,991004174,$525.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,67,991004732,"$2,140.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,71,991004607,"$89,295.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,73,991004342,"$10,535.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,79,991009434,"$46,777.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,78,991010226,"$14,784.96 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,82,991010355,"$1,185.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,88,991010383,"$2,890.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,52,901272238,$30.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991003459,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,56,999901509,"$12,390.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,67,991003084,$35.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,68,991003086,"$9,590.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,71,991003269,$160.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991004976,"$1,355.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,63,991005485,$330.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,72,991005638,$30.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,69,991005454,"$146,396.46 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,88,991013155,"$18,883.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,71,991002293,"$5,050.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,63,991003831,"$1,110.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,61,1167469,$165.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,54,901270357,$66.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,60,991002920,$300.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,72,991003052,$720.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,72,991003367,"$19,000.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,72,991003431,$150.00 
